uuid,first_name,last_name,email_address,number_of_vists,time_spent,amount_spent,date_of_visits
51ad6994,Jeremy,Karen,susanwall@example.com,20,1.36,19.5,2003-08-03
8b3215b5,Ariana,Dawn,sherryparsons@example.net,57,0.24,17.5,1974-12-18
ea8120b5,Vanessa,Michael,oduran@example.com,16,5.76,34.0,2008-05-15
213b6c31,Colton,Mary,millerbruce@example.org,27,4.08,7.001,2011-07-06
23aff169,Jordan,Michael,sedwards@example.org,8,2.56,33.5,2017-11-05
f344883f,Linda,James,bryanlang@example.org,29,2.64,32.0,2022-02-05
9d11813d,Dana,Melissa,cheryl61@example.org,59,2.8,1.5,1972-05-28
bdb0fa01,Andrea,Vincent,hansenkenneth@example.com,15,0.88,3.5004,1993-07-15
66812cf0,Daniel,Charles,wdavis@example.com,8,0.56,5.5,1974-10-25
98316a09,Charles,Austin,michellecobb@example.net,65,7.04,47.0,1998-04-29
636ee328,Scott,Andrew,chavezsteven@example.com,93,0.16,21.5,2010-09-15
2ee11ee5,David,Miss,morgansharon@example.org,49,7.6,4.0,2020-04-23
138556df,Allison,Theresa,lholmes@example.org,60,6.4,7.001,2011-09-05
e1f9d8ce,Cynthia,Jessica,garciabrooke@example.org,84,0.32,25.0,1975-06-27
c4c83876,Anthony,Regina,rebeccamartinez@example.net,89,7.12,32.0,2007-07-11
bc50c8be,Nichole,Kyle,michael79@example.com,74,0.32,13.0,2002-07-31
2c755c29,Kayla,Christopher,johnrobles@example.org,68,1.2,21.0,1978-10-23
c2b2e8c6,Theresa,Aaron,larrygraham@example.net,65,6.16,31.0,1988-05-29
85defcbf,Sharon,Penny,larry82@example.org,49,2.64,37.5,2019-03-23
992146f6,Victor,Kelly,vparker@example.com,35,2.72,22.0,1972-11-03
f7585ed6,James,Brandon,tara89@example.net,80,6.48,31.5,1977-01-30
1e9c568f,Theodore,Suzanne,brianhunter@example.net,100,3.6,33.5,1972-06-03
87bc8d10,Ana,Destiny,hendersonjames@example.org,43,1.6,3.0,2003-10-17
46f942e2,Kimberly,Timothy,kristenpeterson@example.net,30,6.0,5.5,2004-07-17
ea8deab7,Kerry,Jason,dneal@example.net,77,4.4,7.001,1985-04-30
df24889e,Michael,Edward,melissa95@example.net,51,0.48,22.5,2014-04-04
8a299b84,Patricia,Tina,robert21@example.com,6,4.4,43.5,1993-11-01
bf47d8a0,Jesse,Laura,crawfordsamantha@example.net,5,6.4,15.5,1999-05-14
13a1b5d4,Jesse,Kristine,heatherowens@example.org,38,6.24,32.5,2002-07-02
1a882470,Jeffery,Tonya,timothytate@example.com,77,1.44,32.0,1990-08-25
aff5f72a,Christian,Kevin,lharris@example.org,86,3.28,25.5,1985-07-01
4f535945,Ronald,Austin,alejandro50@example.net,86,7.92,10.5,1971-06-17
eea2bedf,Parker,Megan,thomasscott@example.net,82,3.84,45.5,1973-10-07
9d385684,Laurie,Kelli,bradley03@example.org,27,1.76,18.0,1971-10-18
8f7b12ad,Bryan,Danielle,grant42@example.com,93,7.52,41.5,1983-05-08
a0d13f7a,Nicole,Samantha,gregorysmith@example.com,52,0.56,39.0,2006-05-09
7530776f,Tracy,Karen,smitherica@example.com,42,7.6,4.5,2011-05-21
224e2a87,Kenneth,Debra,morganjason@example.com,67,7.68,45.5,1995-10-26
da5aab4e,Courtney,Susan,mikewatson@example.org,85,5.52,31.5,2016-05-28
982f1a0f,Holly,Nicolas,ejohns@example.org,58,0.08,15.0,2016-07-08
1efa6705,Renee,Dale,nicoleanderson@example.org,90,5.04,7.5,2020-03-20
8aba8a28,Sabrina,Brittney,amandabenson@example.com,30,5.36,10.5,1971-03-26
d532e711,Allison,Megan,prowland@example.org,75,7.92,43.5,2007-08-07
46a01591,Debra,Pamela,melissaphillips@example.org,29,1.12,19.5,2002-10-24
4412feb0,Ellen,John,john42@example.net,12,1.28,37.0,1973-07-19
40b04104,Sergio,William,fclark@example.com,56,1.12,30.5,1996-05-06
5f43625c,Charles,William,jacksonpaul@example.net,42,5.76,10.0,2022-02-08
9e2f3daa,Paul,Kenneth,victor72@example.com,18,3.92,38.5,1995-09-03
65017f11,Glen,Karen,alicia77@example.com,79,5.52,25.0,2017-04-29
3adf3789,Paula,Jennifer,bianca90@example.org,57,0.96,1.5,1978-07-10
718f85a3,Anthony,William,patriciahayes@example.org,65,0.8,12.5,1999-03-30
4a95359d,Megan,Michael,brobinson@example.com,81,1.36,33.5,2017-09-22
56378f9f,Karla,Kevin,selenabrooks@example.net,95,5.36,18.5,1999-01-18
136de995,Paul,Debbie,taylorchristopher@example.com,7,7.84,30.5,2007-05-26
378b12dd,Douglas,John,jerry07@example.net,27,7.68,27.0,1979-05-18
dba523bb,Mr.,Jonathan,ronald76@example.com,43,0.08,42.0,1977-11-12
84b7b9d3,Aimee,Jacqueline,linda54@example.com,80,2.8,21.5,1999-10-21
f9cb17ae,Chad,Christopher,whitejesus@example.net,34,2.72,19.5,1978-01-11
b80b11df,Adam,Crystal,howardchristopher@example.net,51,6.0,19.5,2011-11-24
c35ccd6d,James,David,hartmansara@example.org,77,4.4,17.0,1995-01-09
a5eedc95,Sandra,Charles,jonesbenjamin@example.org,77,6.96,21.0,1993-12-09
15396c66,Scott,Robert,james54@example.com,79,6.48,25.0,1983-03-07
11cfbee8,Thomas,Dr.,james92@example.net,72,0.0,15.5,1993-05-08
0932de61,Laura,Elizabeth,alan44@example.com,23,7.52,48.0,1999-09-15
b0ff9dee,Brian,Jennifer,lbautista@example.net,40,7.68,29.5,1973-12-10
50fa171a,Robert,Robert,kennedywilliam@example.org,25,3.52,37.0,1986-03-17
0373784e,Tamara,Joanna,uperez@example.net,69,4.56,34.5,1985-10-16
e49c3bb9,Dana,Justin,thomasblack@example.net,20,1.44,43.5,1976-04-05
bfab316b,Jennifer,Alejandro,dsharp@example.com,40,0.8,41.0,2010-01-21
7a7cefb6,Gary,Tracey,edwardsjacob@example.net,84,5.92,19.0,1970-09-07
83bb930d,Ashley,Mariah,cclark@example.net,7,3.36,29.5,1985-06-16
0ded53bd,Hannah,Heather,brooksbarbara@example.org,61,1.04,4.5,1998-02-09
b33216f0,Robin,Dr.,sherry07@example.net,60,1.44,27.504,2020-11-12
4b423230,Craig,Mark,matthew66@example.net,92,6.48,39.5,2021-03-19
1348f142,Mary,Robert,sfarmer@example.net,51,0.56,24.5,2006-06-28
1c36089b,Kathleen,Laura,mark09@example.org,79,6.24,7.5,2008-08-27
b39fed2c,Joann,Christopher,ericcisneros@example.com,53,4.64,33.5,1973-02-11
9233c33a,Madison,Eddie,nbaird@example.com,96,2.88,47.5,1971-01-06
516e3333,Lori,Denise,fergusonjacob@example.org,27,2.64,49.0,2018-12-26
b8bb59bd,Jeremy,Heidi,ashley74@example.org,57,5.92,44.0,1987-01-03
681fc167,Anthony,Jennifer,damontran@example.org,77,5.6,28.96,1973-11-14
f9cabcbf,Jesse,Nicholas,mjohnson@example.org,79,7.36,10.0,1975-03-20
12d0b661,Angela,Mercedes,ocampbell@example.com,89,3.28,49.0,1973-11-09
7eada7f5,Lisa,Brian,gibsonmiguel@example.org,27,5.92,34.5,1978-08-16
a95f7c55,Julian,Kimberly,markbrowning@example.com,69,1.28,16.0,1999-11-05
996c53d5,Joanna,Phillip,veronicaanderson@example.com,68,0.32,28.96,1982-04-16
3f437de6,Erica,Christopher,ypaul@example.org,81,6.32,43.5,1989-03-25
bd678a47,Antonio,Ellen,monicacollins@example.net,75,0.88,18.5,1972-12-22
865eb925,Gwendolyn,Mark,kmoore@example.com,48,0.16,6.0,1991-05-18
593a1f6c,Carrie,Alyssa,waynecohen@example.com,6,1.2,9.5,1993-10-18
da2f73d3,Jeffrey,Erika,adrianthomas@example.org,91,0.48,32.5,2010-12-30
543cf51e,Jake,Kimberly,pjacobs@example.net,85,3.52,28.96,2014-08-03
f4538c55,George,Wayne,renee77@example.com,92,5.28,8.0,1986-08-15
28dc5577,Maria,Kyle,mclaughlinkeith@example.com,74,6.32,3.0,1989-11-24
092dbd5c,Michael,Kristy,isabella46@example.net,31,1.36,15.0,1978-10-30
cba02984,Mary,Emily,robertwhite@example.net,66,1.68,12.5,2011-04-01
b5d000b3,Felicia,Regina,qellis@example.org,30,6.08,12.0,1997-01-26
f27a48c1,Gregory,David,longsonya@example.org,95,4.96,3.0,2002-07-30
36a5e8ff,Jenna,Robert,joshuafuller@example.com,19,5.04,16.0,2014-10-01
4d9c66e8,Emily,John,wolfejennifer@example.org,15,1.6,18.0,1978-04-30
e4601efe,Robin,Theresa,wjenkins@example.net,56,4.48,48.0,2014-09-06
141545e9,Nancy,Jeffrey,carneycharles@example.org,50,3.12,31.5,1975-03-24
3fd4b149,Maria,Adam,robert24@example.org,73,6.64,7.001,1975-03-14
ea4bc637,Jack,Justin,murraycharles@example.net,72,7.28,19.0,1987-01-10
1ac985f7,Travis,Omar,vjames@example.com,44,2.24,46.5,2006-12-30
99f24b52,Chad,Dennis,randysmith@example.org,25,6.48,14.48,1984-01-04
6d3cae5f,Ashley,Phillip,markgoodman@example.com,87,4.0,23.0,2003-09-06
5178fdab,Sophia,Melinda,jjones@example.net,29,4.16,47.5,2017-12-29
f4b17dec,Ralph,Rhonda,jenniferkim@example.com,91,5.92,9.5,2020-01-12
fbe3c567,Christopher,Catherine,mckenzie20@example.net,47,4.08,31.5,1994-04-17
bb00c08e,Rhonda,Lisa,thompsondavid@example.net,72,6.4,9.5,1984-12-28
5f533769,Jason,Chelsea,qjackson@example.org,97,6.72,33.5,2000-03-08
4c7abd30,Jeremy,Joseph,eric52@example.org,63,6.0,40.5,2018-07-13
e396d210,Joann,Derrick,staffordamanda@example.com,57,2.16,17.0,1990-08-08
a607cc36,Robert,Crystal,copelandlisa@example.net,48,1.84,17.0,1994-12-21
d28e71d3,Holly,Glenn,myerskyle@example.org,7,7.2,17.0,2007-07-11
f95a755b,Mrs.,Mrs.,williamsnicholas@example.org,95,6.0,6.5,1989-12-01
d1c14e44,Tracy,Amy,nicholasallen@example.org,95,7.92,18.5,2014-06-25
9e9c1ff7,Brenda,John,fisherveronica@example.com,75,2.4,20.5,1986-08-14
cf366e36,Shelly,Ruth,erinbrown@example.org,16,2.72,14.48,2005-11-07
642283fa,Ryan,Randy,jenniferwilliams@example.net,43,4.4,41.0,1988-03-16
11bf0034,Phillip,Jessica,ochoamarcus@example.net,55,6.24,39.0,1991-09-13
c94ba696,Brittany,Joel,colleenvilla@example.com,31,2.4,37.5,2017-06-26
b45a1795,Courtney,Vickie,nmartinez@example.org,65,7.44,35.0,2006-11-05
03ec5953,Alexander,Emily,marcus06@example.net,72,1.52,9.5,2004-04-05
efde5d10,Cynthia,Amanda,alexander37@example.org,97,4.24,44.0,1977-02-07
fd287a2c,Alfred,Dawn,barrettjoshua@example.net,92,5.2,26.5,1973-09-04
22a4627b,Marie,Stephen,bradley36@example.com,17,0.16,33.0,1993-08-03
fc15f284,Dustin,Brian,gbird@example.net,8,0.0,2.0,1997-12-16
853c1c50,Brenda,Christopher,johnathandavis@example.com,27,1.12,5.0,2018-01-04
d9138485,Aaron,Richard,xgregory@example.net,21,5.44,20.5,2012-04-26
b29ae4ac,Ruben,Richard,martinreid@example.net,0,3.52,41.5,2003-02-01
5b76ff67,Kelsey,Jacqueline,tiffany71@example.com,93,4.72,20.5,1989-01-15
ac024a53,Eric,Brandon,franklinbrenda@example.com,79,0.48,35.0,1975-05-04
2a34a168,Riley,Yolanda,wesleybush@example.org,36,6.96,23.0,1983-11-08
c2a0fbb4,Taylor,Matthew,andrewblake@example.org,48,2.56,12.5,1979-05-02
b4ff6346,Jose,Beth,joel63@example.net,94,7.6,22.5,2005-06-15
d994f2f7,Jeffrey,Dr.,brownnicholas@example.com,77,3.92,28.96,1985-09-09
a07aaa89,Jason,Corey,edwardharris@example.org,34,7.44,18.5,1990-10-02
888c1c61,William,Chad,sandrageorge@example.com,1,0.72,15.0,2020-06-27
ab04b3b2,Katie,Mr.,dennis50@example.net,27,7.28,49.5,2007-08-19
b5d0706e,Jeanette,Cody,swong@example.org,71,1.44,34.5,1984-05-05
db89c952,Veronica,Denise,melanierivera@example.org,36,4.88,1.5,1978-05-09
51800706,Richard,Kristen,amberknox@example.net,40,7.92,30.0,1995-05-05
e7b9ce09,Lori,Edward,lauriehorton@example.org,85,0.88,42.5,2019-05-01
5b24f6aa,Evelyn,Aaron,lboyd@example.com,66,7.52,29.5,1979-08-30
d809f6d5,Robin,Cody,browntravis@example.org,10,4.64,46.5,1972-06-10
da44ae30,Julie,Patty,waltersdonald@example.org,28,1.76,26.5,1985-12-31
cc7e97a9,Robin,Mary,christopherwatkins@example.org,96,5.68,14.48,2017-07-10
00033943,Judith,Joseph,williamsimmons@example.com,95,1.44,14.002,1999-12-18
3747187d,Curtis,Lisa,frank33@example.com,63,7.6,22.0,2014-03-24
4d22e614,Kaylee,Ashley,catherineturner@example.net,70,5.68,12.5,2022-01-02
07024b35,Dawn,Russell,mfaulkner@example.com,34,1.92,37.0,2000-11-17
d033cbdf,Howard,Christina,xmiller@example.com,60,3.84,21.5,1977-10-10
544be232,Evelyn,Kenneth,cjackson@example.com,85,4.16,8.0,1971-06-14
09162c24,Steve,Kelly,ywolf@example.com,6,6.0,48.0,2003-12-14
947fc3b8,Jasmine,Jacob,gillronald@example.org,65,4.16,5.0,1972-04-19
98fe0550,Jonathan,Timothy,brooke28@example.net,73,4.32,12.5,1988-05-24
733b6ab5,Monica,Steve,jonathanford@example.com,30,5.44,29.5,1988-11-30
e1f2e93d,Samantha,Justin,nicholas97@example.org,45,2.16,36.0,2010-01-11
c713461d,Bobby,Jacob,derrick73@example.org,79,0.16,33.0,1996-02-22
f56ef97d,Lance,Deborah,adamhensley@example.net,42,5.04,21.5,1990-06-11
ef4c621b,Heather,Eric,travis66@example.net,26,6.64,17.5,1975-10-02
fee81b8f,Heather,Anne,patrick49@example.org,73,3.04,2.5,1974-01-24
92f62171,William,Chelsey,hdyer@example.com,23,0.56,13.5,1988-12-28
8e156d7b,Mark,Mario,jamesgraham@example.com,85,4.56,20.0,2011-06-30
6ae88efa,Meghan,Jennifer,william75@example.net,8,3.36,48.0,1996-02-16
1cd61b98,Lawrence,Heather,curtissara@example.net,92,6.56,31.0,2003-09-17
e39b2fba,Austin,Sonya,johnjohnson@example.com,63,7.84,9.5,1971-04-14
52e29a93,James,James,terrydeanna@example.com,1,6.88,39.5,1996-01-14
26ad7f24,Meghan,Zachary,jblackburn@example.com,72,4.56,15.5,1996-03-05
cd275238,Phillip,Ethan,carrielynn@example.org,72,3.12,15.0,2000-03-20
595bc200,Jennifer,Jacob,wilsonchristopher@example.net,38,1.52,31.5,1973-01-08
089ff8cb,Brian,Nicholas,lsanders@example.org,36,4.24,50.0,1985-04-10
ec1034ad,Mr.,Cindy,nancymartin@example.com,81,1.52,21.5,1984-01-01
677d0002,Zachary,Dawn,heather88@example.net,46,2.64,47.5,1995-10-25
e5c775df,Katherine,James,uwillis@example.com,98,4.32,27.0,1982-07-20
7d3c5251,Jodi,Ms.,rodriguezashley@example.com,76,7.52,42.5,2014-11-28
090a2c72,Brandon,Eric,josephclark@example.net,61,6.64,42.0,1999-05-03
84b945f9,Emma,Alison,ahale@example.org,62,3.44,41.0,2006-03-28
aed0f502,Joshua,Desiree,esmith@example.net,49,0.08,4.5,1973-07-22
ed195df2,Michelle,Tammy,pwarren@example.com,27,5.92,36.5,2014-12-10
a5a96feb,Rebecca,Henry,xjackson@example.org,63,2.88,36.0,1990-10-07
71f3a77d,Curtis,Kevin,jameswhite@example.org,35,4.08,13.5,1972-02-18
04aa2526,Allison,Anna,nbradley@example.org,49,2.48,35.5,2006-11-08
3f409d59,Robert,Morgan,brianwhite@example.org,99,4.08,17.5,2021-12-03
033e4f4e,Angelica,Carrie,tonya67@example.net,30,2.72,33.5,1993-09-01
3a71707e,Dr.,Laura,oneillgabriel@example.com,48,4.08,10.0,1971-10-09
2d62ad63,William,Elizabeth,grayjoshua@example.com,11,1.84,17.0,2011-06-05
9d5ac975,Michael,Angela,richardstimothy@example.net,37,2.96,19.0,2021-05-05
1ecc432f,Penny,Hannah,smithjoseph@example.org,5,7.44,3.0,1992-11-17
3b2723d5,Vincent,Sean,davisalexa@example.org,33,4.96,15.5,1987-11-13
35227fb8,Amy,Matthew,wmorrison@example.com,71,7.28,27.0,2021-04-06
a3bba858,Christopher,Richard,vkennedy@example.net,50,3.84,47.5,2010-03-20
b85e9f6a,Hannah,Andrew,rrogers@example.com,91,6.32,44.5,1984-09-26
a0569af7,Sarah,Jonathan,lisa56@example.com,33,1.68,32.5,2021-07-13
c892c0b3,Krista,Nicholas,hestermorgan@example.org,40,0.4,30.0,1971-11-11
6ac7ae88,Joseph,Kurt,bryantholly@example.net,82,5.52,20.0,1993-03-15
7e6c65da,Todd,Dylan,anthonymartinez@example.net,46,0.08,28.46,2019-05-23
4e96ccc8,Michelle,Bradley,stephanie35@example.com,79,1.44,8.0,2012-04-18
1fef504f,Kristy,James,qrobertson@example.org,78,7.68,26.0,1999-07-17
b97d8b58,Angel,Patricia,andersensusan@example.com,89,5.12,48.5,1999-02-04
fc1468d3,Marilyn,Justin,schultzmorgan@example.net,89,3.68,28.96,2019-08-17
671e7455,Mark,Christina,erica39@example.com,12,6.72,8.0,2020-01-17
deccc039,Donna,Danielle,ystevenson@example.org,27,1.04,33.5,2021-03-15
5e8c0081,Dr.,Erica,ronnie71@example.net,10,0.48,45.5,1973-11-20
fb7b6e08,Anthony,Michael,mcarter@example.net,70,1.84,3.5004,1977-06-07
c5a7d8c9,Mr.,Frank,mollywalter@example.net,3,7.12,0.0,2007-08-27
824e3b19,Morgan,Eric,andersonlaura@example.com,31,7.04,42.0,1996-05-30
d156c6f6,Bianca,Wanda,cjackson@example.org,65,7.12,22.0,2019-01-31
7c8e0bb3,Emma,Andrew,pbates@example.org,77,4.8,44.0,2016-02-20
9fdfffaf,David,James,georgeraymond@example.net,67,4.64,13.5,1989-07-23
1fa2cb63,James,Ashley,garciavictoria@example.org,99,3.92,5.5,2006-05-23
69beca74,Sean,Tammy,sarahnguyen@example.com,97,2.4,46.0,2001-07-17
80935435,Kenneth,Alexis,jeffrey47@example.net,41,1.36,1.0,1998-11-04
c04912e2,Kathleen,Jerry,wadesandra@example.net,48,7.04,4.5,2008-12-19
121c514d,Mr.,Joshua,sdavis@example.com,49,3.68,40.5,2018-12-11
f6aba7ac,Cindy,Deanna,sarahmiranda@example.net,42,6.96,19.0,2008-09-03
aaa47378,Johnny,Brenda,schneidernicholas@example.net,38,0.88,40.5,2022-05-01
81723000,Julie,Kevin,yvaldez@example.net,55,4.8,2.5,2005-04-24
6fa512be,Jessica,Christopher,ostokes@example.com,90,4.16,48.5,1987-09-13
b87c283c,Pamela,Lisa,carterdaniel@example.com,52,7.04,37.0,1981-01-23
c3fb31bd,Kelly,Alejandra,juliewilson@example.com,38,7.84,36.0,1995-12-13
7340f5ad,Angel,Samuel,melissafinley@example.net,53,3.84,3.5004,2001-10-20
2d373bd6,Diana,Alicia,collinsbrittany@example.org,57,1.76,44.5,2020-09-27
ed5c239e,Barbara,Crystal,uwhitney@example.com,66,4.56,33.0,1986-03-19
58d8a07f,Robert,Ariana,aprilguzman@example.org,90,4.32,18.0,1978-12-22
c3b1641b,Nicole,Kim,fosteramanda@example.com,51,5.68,34.5,1971-01-13
7f89b3fd,Kathryn,Judith,duane43@example.com,79,0.48,45.5,1989-02-06
572556e5,Gary,David,shernandez@example.org,35,7.44,13.0,2016-06-14
f355c4c1,Larry,James,georgekyle@example.net,47,2.08,29.5,1988-09-03
5ef8643c,Louis,Harold,hillmelanie@example.net,34,6.72,23.0,1975-10-28
d4b31d91,Nancy,William,nwelch@example.com,89,4.16,24.0,1987-01-04
44041e4e,Kim,Lori,janet60@example.com,59,3.92,3.0,2006-12-09
45367725,Robert,Robin,mariaclark@example.net,47,1.12,39.0,1990-02-17
feb7bebd,Veronica,Diana,isabellawilliams@example.org,46,3.36,4.0,1992-12-20
d1609907,Molly,Mary,tluna@example.net,22,4.64,46.5,2008-11-11
2c7bac19,John,Tyler,vickiekelley@example.com,31,7.2,34.0,1996-11-07
4df3d3da,Paula,Crystal,wgregory@example.com,8,6.16,24.0,1972-08-17
d5bf0ef9,Lauren,Wesley,ujones@example.com,75,5.68,8.0,2011-11-21
4be6cae4,Lisa,Joshua,heather38@example.com,41,6.32,47.5,1988-08-31
e129c224,Michael,Joshua,andersonkaren@example.net,27,7.6,12.0,1994-08-12
6ffcde24,Ashley,Ellen,hornjenna@example.com,33,2.96,37.5,1988-04-15
649c5b99,Christian,Brandy,barbararamos@example.com,86,3.12,12.5,2014-11-11
bfee14c8,Reginald,Brianna,phyllis33@example.net,74,0.88,14.48,1987-01-18
1b1bf1f8,Nancy,Emily,jillsmith@example.net,87,1.04,23.0,2014-06-10
59d7d216,Daniel,Bailey,gregoryvanessa@example.org,56,5.84,33.0,2011-05-17
60de6bc9,Kelly,Monica,bclements@example.net,74,6.8,48.5,1970-11-03
5507bcc0,Thomas,Jennifer,saradavis@example.com,28,2.96,30.0,1978-06-17
3ca95ef9,Raymond,Timothy,sierrawilson@example.net,55,2.48,37.0,1990-11-19
89bba018,Melissa,Denise,brittney26@example.org,47,5.92,45.5,2008-09-06
d2e19a25,David,Cody,wilsonrandy@example.com,83,1.76,13.0,2014-12-19
8b8b957d,William,Debra,denisebennett@example.net,51,1.76,31.0,1991-11-05
c00e9fc2,Daniel,David,stricklandmichelle@example.net,50,4.96,40.5,1988-01-01
650c4d25,Gregory,Michael,phill@example.com,32,0.0,45.5,1982-03-02
4b563435,Denise,Lisa,alexander11@example.org,51,5.04,28.004,2000-03-14
91650089,Jamie,Samuel,gmay@example.org,82,2.24,43.0,2001-06-28
8b969453,Tina,Corey,matthewsvanessa@example.com,32,4.24,22.0,1971-03-06
42788371,Dwayne,Alexis,heather19@example.org,75,0.4,22.0,1999-12-09
2944cb35,Jeremy,Patrick,pwashington@example.net,41,0.72,36.5,1970-08-09
396aac6f,Dale,Andrea,ievans@example.org,77,3.04,1.0,2001-09-28
7305bff8,Melissa,Dr.,bryan82@example.com,65,1.2,30.5,1972-07-08
b348bdcf,Laurie,David,longlisa@example.net,34,0.16,48.0,1994-05-31
d5bda059,Kiara,Nicolas,lbrown@example.net,14,1.44,17.5,2002-09-05
7bfd18b5,Jason,Logan,molinajared@example.net,23,2.72,17.0,2013-05-26
ef37ce16,Randy,Kelly,whitecarol@example.org,51,5.28,36.0,2007-11-17
daca5903,Tanya,Kelly,peterslauren@example.org,18,6.56,31.0,1984-10-28
7e0bd61b,Sherry,Amanda,andersonjamie@example.org,8,3.84,23.0,1997-10-22
cc09cce8,Victor,Jennifer,hartmelissa@example.org,42,3.76,39.5,1973-12-27
e8f59478,Susan,Kelli,whitneywilliam@example.com,23,3.84,40.5,2009-06-10
087ae573,Kimberly,Eddie,rodneylandry@example.org,55,0.72,25.0,1975-06-01
47758de9,Susan,Ronald,kevinshah@example.net,17,7.04,44.0,1988-10-24
2cf5b8d3,Casey,Louis,donna72@example.net,19,7.84,40.5,2011-07-14
7a4505d1,Jennifer,Brenda,hneal@example.com,88,2.72,17.5,2007-07-12
e316ae82,Tammy,Nathan,haileybates@example.org,77,4.48,7.5,1991-05-16
0afb3f34,Keith,Teresa,benjaminthomas@example.org,23,4.72,35.0,1974-05-11
0c8f95b8,Mrs.,Jason,carrierobinson@example.com,38,7.44,2.0,1999-12-22
6b9ee085,Todd,Kevin,david96@example.org,39,1.68,38.5,1982-03-28
8233d97a,Brian,Jesse,jorge26@example.com,26,7.44,3.5004,1987-07-23
e0b8e6eb,David,Susan,duffyerica@example.net,79,6.4,11.0,2022-02-15
4fd4f0b0,Rachel,Becky,amandajones@example.net,53,2.88,15.5,1988-10-16
25083962,Casey,Jack,wanda35@example.net,44,0.16,38.5,1987-08-30
2bd3d44b,Samantha,Richard,roberthernandez@example.com,2,4.08,5.0,2003-09-06
9a7091f0,Michael,Jamie,mjohnson@example.org,27,1.92,35.0,1978-08-29
058fc68c,Franklin,Susan,nelsonamanda@example.net,55,2.72,4.0,1985-06-23
b1d8b897,David,Brittany,ojones@example.org,3,2.56,38.5,2012-11-23
ee0fe18d,Elizabeth,Michael,regina42@example.org,52,3.04,24.0,1981-11-16
0a9430d2,Matthew,Randy,alejandro63@example.com,42,2.32,32.5,1979-12-31
9f891fc5,Bryan,Autumn,pattondavid@example.net,85,1.68,38.0,2012-01-20
96bbf4b3,Jonathan,Marcus,brianna71@example.net,2,5.6,37.0,2014-08-22
e519113f,Emily,Scott,jackie48@example.com,6,1.68,0.5,1973-05-17
bb779932,Elizabeth,Stephen,mosleygeorge@example.com,98,0.8,17.5,1985-11-01
a6d29685,Casey,Karen,michaelfigueroa@example.net,3,2.56,13.5,1977-10-15
42f1f694,Lisa,Kyle,iwoods@example.com,5,6.8,12.0,2014-07-19
fe538449,Kaitlin,Lisa,parksjennifer@example.net,57,2.72,6.5,1972-08-14
c0c6080e,Colleen,Amber,douglasbradley@example.com,34,6.32,31.0,1982-07-16
d70e4512,Shelley,Amanda,sellersdanielle@example.com,91,1.92,40.0,2016-07-29
1283453e,Michael,Sara,erikabarnes@example.com,21,4.08,11.5,2004-06-25
e41ed4ff,Amy,Amber,scottgomez@example.com,38,6.4,30.0,1999-12-18
0bb8f20f,Laura,Michael,joshua68@example.net,76,5.2,34.5,2009-06-18
d3064854,Joseph,Linda,kevinhodge@example.com,97,3.68,24.5,1991-08-06
c8f6d5c5,Kevin,Jesse,ftownsend@example.net,66,4.32,32.0,1972-11-08
d6300fe0,Rhonda,Anna,jonesjohn@example.org,28,6.08,38.0,2007-08-30
22d8a7ed,Joyce,James,barbaramiller@example.com,46,5.92,46.0,2018-10-26
4241dc88,Robert,Joshua,astokes@example.com,2,1.44,20.5,1985-07-06
936087c4,Robert,Michael,timothyrobertson@example.net,11,7.44,12.5,1974-02-20
2c01e820,Amber,Kelly,sullivanchristina@example.net,2,7.04,2.5,2018-08-17
8aaa56ad,Zachary,Ashley,kleinjacqueline@example.net,91,7.44,9.0,1987-08-18
7734e35b,Timothy,Victoria,john89@example.org,1,6.08,16.5,1987-07-09
444fef65,Randy,Taylor,roconnell@example.net,24,7.6,37.0,1971-02-05
eef8f7e2,Maria,Lee,gregoryrichardson@example.org,30,2.56,29.5,2016-03-01
0a3c6b55,Janet,Whitney,stephanie67@example.com,9,1.68,21.0,1994-01-17
74ca74d6,Michael,Justin,nathanielwilson@example.net,77,6.8,26.5,2006-10-11
952504db,Martha,Katherine,marierosales@example.org,77,5.92,42.0,2018-11-18
0b4a0a85,Joshua,Michelle,kevin44@example.org,86,0.16,12.5,1973-01-16
4751119b,Courtney,Alexander,rojasashley@example.org,71,6.72,16.5,2010-11-14
31f7efa3,Edwin,Ryan,sarah80@example.com,95,2.4,15.0,1985-12-21
5e72d1c7,Kim,Mrs.,abrown@example.net,98,2.08,4.5,1993-10-19
ef5493d4,Gregory,Curtis,wmurphy@example.org,77,7.28,24.5,1977-06-06
59fa0424,Molly,Elizabeth,baileyjennifer@example.com,49,6.48,49.5,1975-04-10
94dc7718,Jennifer,Aaron,alan67@example.org,31,7.2,34.0,2004-07-01
1d31bb06,Alexis,Nathaniel,ricerachel@example.com,25,4.16,15.5,2000-03-15
0d0c7879,Andrew,Christopher,gentryadam@example.net,25,4.96,13.5,1977-09-14
b9082931,Amber,Michael,jeremy65@example.com,68,7.2,16.0,2004-10-10
6bbfccdd,David,Maria,ross28@example.com,72,3.92,19.5,1975-04-10
b3b7ccf1,Amy,Stephanie,mayodiana@example.com,6,1.52,16.0,1986-02-16
3487e0d3,Robert,Richard,donaldburgess@example.org,0,3.44,18.0,1983-11-20
